YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,2,10,2,MQ,3064,N651MQ,SGF,DFW,1455.0,1455.0,0.0,10.0,1505.0,89.0,77.0,57.0,364.0,1602.0,10.0,1624.0,1612.0,-12.0,0.0,0.0,,,,,,
2015,1,23,5,MQ,3185,N515MQ,ORD,COU,1955.0,1951.0,-4.0,10.0,2001.0,79.0,62.0,49.0,315.0,2050.0,3.0,2114.0,2053.0,-21.0,0.0,0.0,,,,,,
2015,2,16,1,WN,315,N383SW,ONT,PHX,1040.0,1116.0,36.0,9.0,1125.0,65.0,75.0,57.0,325.0,1322.0,9.0,1245.0,1331.0,46.0,0.0,0.0,,10.0,0.0,11.0,25.0,0.0
2015,2,3,2,AA,222,N3LLAA,LAX,BOS,655.0,652.0,-3.0,20.0,712.0,325.0,324.0,297.0,2611.0,1509.0,7.0,1520.0,1516.0,-4.0,0.0,0.0,,,,,,
2015,1,14,3,B6,499,N608JB,LGA,MCO,2100.0,2112.0,12.0,14.0,2126.0,169.0,160.0,137.0,950.0,2343.0,9.0,2349.0,2352.0,3.0,0.0,0.0,,,,,,
2015,2,9,1,UA,1207,N63820,ORD,EWR,1818.0,1823.0,5.0,21.0,1844.0,132.0,132.0,103.0,719.0,2127.0,8.0,2130.0,2135.0,5.0,0.0,0.0,,,,,,
2015,2,11,3,OO,7369,N439SW,APN,DTW,1015.0,1005.0,-10.0,27.0,1032.0,70.0,82.0,49.0,198.0,1121.0,6.0,1125.0,1127.0,2.0,0.0,0.0,,,,,,
2015,2,20,5,WN,581,N954WN,ATL,RIC,1035.0,1031.0,-4.0,13.0,1044.0,95.0,81.0,63.0,481.0,1147.0,5.0,1210.0,1152.0,-18.0,0.0,0.0,,,,,,
2015,1,31,6,MQ,3659,N629MQ,SGF,DFW,525.0,523.0,-2.0,20.0,543.0,92.0,85.0,59.0,364.0,642.0,6.0,657.0,648.0,-9.0,0.0,0.0,,,,,,
2015,2,20,5,WN,121,N966WN,MSY,FLL,1845.0,1845.0,0.0,14.0,1859.0,105.0,106.0,81.0,674.0,2120.0,11.0,2130.0,2131.0,1.0,0.0,0.0,,,,,,
2015,1,20,2,EV,5185,N719EV,LGA,MCI,814.0,810.0,-4.0,25.0,835.0,211.0,199.0,169.0,1107.0,1024.0,5.0,1045.0,1029.0,-16.0,0.0,0.0,,,,,,
2015,1,29,4,MQ,2951,N542MQ,ORD,DSM,1745.0,1745.0,0.0,49.0,1834.0,75.0,101.0,47.0,299.0,1921.0,5.0,1900.0,1926.0,26.0,0.0,0.0,,26.0,0.0,0.0,0.0,0.0
2015,2,22,7,WN,1167,N227WN,LAX,OAK,1150.0,1145.0,-5.0,6.0,1151.0,75.0,66.0,54.0,337.0,1245.0,6.0,1305.0,1251.0,-14.0,0.0,0.0,,,,,,
2015,1,1,4,OO,5409,N979SW,MKE,ORD,1733.0,1715.0,-18.0,11.0,1726.0,56.0,44.0,20.0,67.0,1746.0,13.0,1829.0,1759.0,-30.0,0.0,0.0,,,,,,
2015,2,21,6,AA,1450,N3JGAA,LAS,DFW,1328.0,1326.0,-2.0,21.0,1347.0,157.0,147.0,117.0,1055.0,1744.0,9.0,1805.0,1753.0,-12.0,0.0,0.0,,,,,,
2015,1,15,4,MQ,2950,N644MQ,RST,ORD,1325.0,1426.0,61.0,11.0,1437.0,76.0,70.0,43.0,268.0,1520.0,16.0,1441.0,1536.0,55.0,0.0,0.0,,0.0,0.0,0.0,55.0,0.0
2015,2,23,1,DL,2517,N341NB,VPS,ATL,520.0,744.0,144.0,10.0,754.0,67.0,73.0,48.0,250.0,942.0,15.0,727.0,957.0,150.0,0.0,0.0,,6.0,0.0,0.0,144.0,0.0
2015,1,21,3,DL,1732,N961AT,CLE,ATL,1626.0,1621.0,-5.0,28.0,1649.0,114.0,122.0,80.0,554.0,1809.0,14.0,1820.0,1823.0,3.0,0.0,0.0,,,,,,
2015,1,7,3,OO,5522,N932EV,PSC,DEN,600.0,612.0,12.0,23.0,635.0,140.0,143.0,115.0,852.0,930.0,5.0,920.0,935.0,15.0,0.0,0.0,,3.0,0.0,12.0,0.0,0.0
2015,1,10,6,OO,7391,N560SW,SLC,GCC,1122.0,1114.0,-8.0,25.0,1139.0,108.0,119.0,89.0,410.0,1308.0,5.0,1310.0,1313.0,3.0,0.0,0.0,,,,,,
2015,1,4,7,DL,2074,N937DN,ATL,TPA,835.0,841.0,6.0,18.0,859.0,85.0,88.0,67.0,406.0,1006.0,3.0,1000.0,1009.0,9.0,0.0,0.0,,,,,,
2015,1,27,2,DL,1260,N941DN,ATL,DTW,1205.0,1206.0,1.0,19.0,1225.0,122.0,121.0,95.0,594.0,1400.0,7.0,1407.0,1407.0,0.0,0.0,0.0,,,,,,
2015,2,19,4,DL,927,N341NW,LGA,DEN,2030.0,2029.0,-1.0,32.0,2101.0,279.0,269.0,225.0,1620.0,2246.0,12.0,2309.0,2258.0,-11.0,0.0,0.0,,,,,,
2015,2,10,2,DL,2176,N916DL,BNA,ATL,1730.0,1732.0,2.0,31.0,1803.0,74.0,80.0,40.0,214.0,1943.0,9.0,1944.0,1952.0,8.0,0.0,0.0,,,,,,
2015,2,11,3,US,1949,N824AW,CLE,CLT,830.0,825.0,-5.0,23.0,848.0,109.0,95.0,66.0,430.0,954.0,6.0,1019.0,1000.0,-19.0,0.0,0.0,,,,,,
2015,1,7,3,DL,1670,N310DE,ATL,CHS,815.0,813.0,-2.0,14.0,827.0,70.0,60.0,40.0,259.0,907.0,6.0,925.0,913.0,-12.0,0.0,0.0,,,,,,
2015,2,2,1,AA,1600,N496AA,AUS,DFW,1849.0,1843.0,-6.0,16.0,1859.0,66.0,70.0,41.0,190.0,1940.0,13.0,1955.0,1953.0,-2.0,0.0,0.0,,,,,,
2015,1,16,5,EV,4628,N16976,EWR,ORF,2223.0,2223.0,0.0,16.0,2239.0,79.0,73.0,53.0,284.0,2332.0,4.0,2342.0,2336.0,-6.0,0.0,0.0,,,,,,
2015,1,9,5,MQ,3319,N826MQ,ORD,CMI,1905.0,2032.0,87.0,15.0,2047.0,49.0,43.0,24.0,135.0,2111.0,4.0,1954.0,2115.0,81.0,0.0,0.0,,0.0,0.0,81.0,0.0,0.0
2015,1,2,5,OO,6192,N929EV,DEN,SBA,1214.0,1215.0,1.0,22.0,1237.0,158.0,143.0,116.0,916.0,1333.0,5.0,1352.0,1338.0,-14.0,0.0,0.0,,,,,,
2015,1,20,2,F9,1331,N201FR,MCO,IAD,1820.0,1837.0,17.0,12.0,1849.0,125.0,125.0,105.0,758.0,2034.0,8.0,2025.0,2042.0,17.0,0.0,0.0,,7.0,0.0,4.0,6.0,0.0
2015,2,24,2,AA,2242,N4XDAA,AUS,DFW,1202.0,1218.0,16.0,10.0,1228.0,63.0,57.0,35.0,190.0,1303.0,12.0,1305.0,1315.0,10.0,0.0,0.0,,,,,,
2015,1,19,1,WN,2429,N7740A,SMF,SNA,1505.0,1502.0,-3.0,7.0,1509.0,80.0,80.0,68.0,404.0,1617.0,5.0,1625.0,1622.0,-3.0,0.0,0.0,,,,,,
2015,2,8,7,US,686,N553UW,PHL,PHX,1340.0,1355.0,15.0,18.0,1413.0,322.0,302.0,279.0,2075.0,1652.0,5.0,1702.0,1657.0,-5.0,0.0,0.0,,,,,,
2015,2,10,2,NK,175,N521NK,MSP,LAS,1455.0,1454.0,-1.0,32.0,1526.0,203.0,224.0,186.0,1299.0,1632.0,6.0,1618.0,1638.0,20.0,0.0,0.0,,20.0,0.0,0.0,0.0,0.0
2015,2,16,1,WN,297,N8319F,DAL,LGA,620.0,621.0,1.0,16.0,637.0,195.0,181.0,156.0,1381.0,1013.0,9.0,1035.0,1022.0,-13.0,0.0,0.0,,,,,,
2015,2,5,4,US,674,N124US,CLT,CHS,1950.0,1951.0,1.0,15.0,2006.0,55.0,60.0,34.0,168.0,2040.0,11.0,2045.0,2051.0,6.0,0.0,0.0,,,,,,
2015,2,2,1,MQ,3613,N544MQ,ORD,ATL,1000.0,1223.0,143.0,69.0,1332.0,109.0,157.0,82.0,606.0,1554.0,6.0,1249.0,1600.0,191.0,0.0,0.0,,48.0,0.0,0.0,0.0,143.0
2015,1,4,7,WN,1976,N260WN,PIT,MCO,635.0,635.0,0.0,11.0,646.0,150.0,150.0,125.0,834.0,851.0,14.0,905.0,905.0,0.0,0.0,0.0,,,,,,
2015,2,28,6,AA,84,N3JPAA,BOS,JFK,940.0,933.0,-7.0,15.0,948.0,75.0,76.0,51.0,187.0,1039.0,10.0,1055.0,1049.0,-6.0,0.0,0.0,,,,,,
2015,2,23,1,EV,4913,N614QX,DTW,BHM,834.0,851.0,17.0,10.0,901.0,129.0,107.0,95.0,625.0,936.0,2.0,943.0,938.0,-5.0,0.0,0.0,,,,,,
2015,1,7,3,DL,1928,N6712B,MCO,DTW,820.0,821.0,1.0,12.0,833.0,160.0,150.0,128.0,957.0,1041.0,10.0,1100.0,1051.0,-9.0,0.0,0.0,,,,,,
2015,2,13,5,OO,2606,N492SW,FAT,LAX,800.0,751.0,-9.0,26.0,817.0,75.0,84.0,46.0,209.0,903.0,12.0,915.0,915.0,0.0,0.0,0.0,,,,,,
2015,2,25,3,UA,15,N16701,ATL,EWR,609.0,603.0,-6.0,36.0,639.0,134.0,146.0,100.0,746.0,819.0,10.0,823.0,829.0,6.0,0.0,0.0,,,,,,
2015,2,2,1,DL,2625,N363NW,HDN,ATL,1321.0,1426.0,65.0,14.0,1440.0,191.0,179.0,149.0,1340.0,1909.0,16.0,1832.0,1925.0,53.0,0.0,0.0,,0.0,0.0,53.0,0.0,0.0
2015,1,5,1,HA,115,N489HA,OGG,HNL,736.0,727.0,-9.0,6.0,733.0,35.0,37.0,25.0,100.0,758.0,6.0,811.0,804.0,-7.0,0.0,0.0,,,,,,
2015,1,15,4,WN,227,N687SW,STL,BWI,2115.0,2103.0,-12.0,11.0,2114.0,115.0,111.0,95.0,738.0,2349.0,5.0,10.0,2354.0,-16.0,0.0,0.0,,,,,,
2015,2,12,4,US,1951,N521UW,LGA,CLT,630.0,630.0,0.0,14.0,644.0,131.0,122.0,102.0,544.0,826.0,6.0,841.0,832.0,-9.0,0.0,0.0,,,,,,
2015,2,19,4,AA,377,N3EKAA,MIA,MSY,1820.0,1813.0,-7.0,11.0,1824.0,131.0,119.0,103.0,675.0,1907.0,5.0,1931.0,1912.0,-19.0,0.0,0.0,,,,,,
2015,1,5,1,MQ,3297,N673MQ,ORD,TOL,1645.0,2039.0,234.0,21.0,2100.0,68.0,59.0,35.0,213.0,2235.0,3.0,1853.0,2238.0,225.0,0.0,0.0,,0.0,0.0,0.0,111.0,114.0
2015,1,2,5,AS,472,N703AS,SEA,LAX,1420.0,1421.0,1.0,15.0,1436.0,147.0,149.0,120.0,954.0,1636.0,14.0,1647.0,1650.0,3.0,0.0,0.0,,,,,,
2015,2,28,6,UA,1228,N76528,IAD,DEN,820.0,826.0,6.0,16.0,842.0,245.0,254.0,218.0,1452.0,1020.0,20.0,1025.0,1040.0,15.0,0.0,0.0,,9.0,0.0,6.0,0.0,0.0
2015,1,7,3,MQ,3077,N651MQ,DFW,SGF,1625.0,1648.0,23.0,23.0,1711.0,78.0,84.0,55.0,364.0,1806.0,6.0,1743.0,1812.0,29.0,0.0,0.0,,6.0,0.0,23.0,0.0,0.0
2015,1,19,1,US,686,N540UW,PHL,PHX,1340.0,1404.0,24.0,18.0,1422.0,322.0,319.0,295.0,2075.0,1717.0,6.0,1702.0,1723.0,21.0,0.0,0.0,,0.0,0.0,21.0,0.0,0.0
2015,1,5,1,WN,683,N380SW,STL,HOU,2135.0,2225.0,50.0,8.0,2233.0,125.0,115.0,102.0,687.0,15.0,5.0,2340.0,20.0,40.0,0.0,0.0,,0.0,0.0,0.0,40.0,0.0
2015,1,17,6,WN,3616,N463WN,ABQ,HOU,815.0,811.0,-4.0,13.0,824.0,115.0,117.0,99.0,759.0,1103.0,5.0,1110.0,1108.0,-2.0,0.0,0.0,,,,,,
2015,1,1,4,OO,6590,N506CA,PHX,FLG,2057.0,2114.0,17.0,23.0,2137.0,44.0,57.0,29.0,119.0,2206.0,5.0,2141.0,2211.0,30.0,0.0,0.0,,13.0,0.0,0.0,17.0,0.0
2015,1,27,2,DL,2420,N997DL,ATL,GSO,1810.0,1807.0,-3.0,14.0,1821.0,75.0,72.0,56.0,306.0,1917.0,2.0,1925.0,1919.0,-6.0,0.0,0.0,,,,,,
2015,1,17,6,HA,301,N475HA,ITO,HNL,1600.0,1551.0,-9.0,8.0,1559.0,52.0,53.0,37.0,216.0,1636.0,8.0,1652.0,1644.0,-8.0,0.0,0.0,,,,,,
2015,1,26,1,B6,1895,N531JB,HPN,MCO,800.0,802.0,2.0,34.0,836.0,176.0,177.0,140.0,972.0,1056.0,3.0,1056.0,1059.0,3.0,0.0,0.0,,,,,,
2015,1,18,7,B6,1318,N266JB,JFK,BOS,1229.0,1229.0,0.0,18.0,1247.0,65.0,59.0,38.0,187.0,1325.0,3.0,1334.0,1328.0,-6.0,0.0,0.0,,,,,,
2015,1,17,6,DL,422,N3768,JFK,SJU,1855.0,1924.0,29.0,20.0,1944.0,232.0,210.0,185.0,1598.0,2349.0,5.0,2347.0,2354.0,7.0,0.0,0.0,,,,,,
2015,2,4,3,DL,2298,N905DA,SRQ,ATL,1117.0,1112.0,-5.0,13.0,1125.0,99.0,94.0,72.0,444.0,1237.0,9.0,1256.0,1246.0,-10.0,0.0,0.0,,,,,,
2015,2,15,7,DL,1208,N363NW,PDX,SLC,1341.0,1505.0,84.0,9.0,1514.0,99.0,92.0,78.0,630.0,1732.0,5.0,1620.0,1737.0,77.0,0.0,0.0,,0.0,0.0,0.0,77.0,0.0
2015,1,21,3,AS,768,N529AS,SAN,BOS,850.0,840.0,-10.0,12.0,852.0,323.0,299.0,279.0,2588.0,1631.0,8.0,1713.0,1639.0,-34.0,0.0,0.0,,,,,,
2015,2,2,1,OO,6392,N938SW,ORD,DSM,1521.0,1539.0,18.0,27.0,1606.0,78.0,122.0,52.0,299.0,1658.0,43.0,1639.0,1741.0,62.0,0.0,0.0,,44.0,0.0,0.0,16.0,2.0
2015,1,15,4,MQ,3478,N3AEMQ,DTW,LGA,1220.0,1213.0,-7.0,16.0,1229.0,102.0,107.0,78.0,502.0,1347.0,13.0,1402.0,1400.0,-2.0,0.0,0.0,,,,,,
2015,1,3,6,WN,1911,N930WN,ATL,LAS,1515.0,1544.0,29.0,20.0,1604.0,280.0,275.0,243.0,1747.0,1707.0,12.0,1655.0,1719.0,24.0,0.0,0.0,,0.0,0.0,2.0,22.0,0.0
2015,1,22,4,EV,6091,N16147,FAR,DEN,610.0,605.0,-5.0,22.0,627.0,133.0,118.0,85.0,627.0,652.0,11.0,723.0,703.0,-20.0,0.0,0.0,,,,,,
2015,1,7,3,DL,790,N399DA,LAS,SLC,800.0,756.0,-4.0,15.0,811.0,82.0,72.0,53.0,368.0,1004.0,4.0,1022.0,1008.0,-14.0,0.0,0.0,,,,,,
2015,1,10,6,WN,4519,N436WN,DEN,ONT,2000.0,2008.0,8.0,13.0,2021.0,145.0,131.0,113.0,819.0,2114.0,5.0,2125.0,2119.0,-6.0,0.0,0.0,,,,,,
2015,2,10,2,B6,1417,N618JB,AUS,LGB,1539.0,1531.0,-8.0,9.0,1540.0,192.0,173.0,161.0,1226.0,1621.0,3.0,1651.0,1624.0,-27.0,0.0,0.0,,,,,,
2015,1,22,4,EV,4745,N12967,CLE,LGA,1226.0,1241.0,15.0,25.0,1306.0,94.0,103.0,66.0,419.0,1412.0,12.0,1400.0,1424.0,24.0,0.0,0.0,,24.0,0.0,0.0,0.0,0.0
2015,1,26,1,DL,1817,N904DA,ATL,DEN,1340.0,1340.0,0.0,13.0,1353.0,207.0,193.0,171.0,1199.0,1444.0,9.0,1507.0,1453.0,-14.0,0.0,0.0,,,,,,
2015,2,19,4,EV,5173,N723EV,GSO,LGA,1003.0,957.0,-6.0,20.0,1017.0,93.0,130.0,106.0,461.0,1203.0,4.0,1136.0,1207.0,31.0,0.0,0.0,,31.0,0.0,0.0,0.0,0.0
2015,2,23,1,UA,220,N440UA,ORD,LAS,1753.0,1751.0,-2.0,15.0,1806.0,241.0,210.0,188.0,1514.0,1914.0,7.0,1954.0,1921.0,-33.0,0.0,0.0,,,,,,
2015,1,2,5,MQ,3406,N909MQ,SPS,DFW,1815.0,,,,,45.0,,,113.0,,,1900.0,,,0.0,1.0,B,,,,,
2015,1,29,4,AS,172,N564AS,ANC,PHX,945.0,947.0,2.0,9.0,956.0,345.0,325.0,312.0,2552.0,1708.0,4.0,1730.0,1712.0,-18.0,0.0,0.0,,,,,,
2015,1,8,4,WN,173,N432WN,DAL,ABQ,1330.0,1330.0,0.0,11.0,1341.0,110.0,101.0,86.0,580.0,1407.0,4.0,1420.0,1411.0,-9.0,0.0,0.0,,,,,,
2015,1,12,1,UA,1707,N81449,IAH,PHX,1752.0,1801.0,9.0,22.0,1823.0,174.0,173.0,146.0,1009.0,1949.0,5.0,1946.0,1954.0,8.0,0.0,0.0,,,,,,
2015,1,24,6,MQ,3431,N817MQ,COU,DFW,644.0,649.0,5.0,22.0,711.0,126.0,108.0,76.0,489.0,827.0,10.0,850.0,837.0,-13.0,0.0,0.0,,,,,,
2015,2,8,7,MQ,2945,N905MQ,ORD,SUX,1920.0,1937.0,17.0,56.0,2033.0,95.0,128.0,69.0,436.0,2142.0,3.0,2055.0,2145.0,50.0,0.0,0.0,,33.0,0.0,17.0,0.0,0.0
2015,1,24,6,AS,844,N531AS,LIH,SJC,1540.0,1530.0,-10.0,9.0,1539.0,311.0,295.0,281.0,2466.0,2220.0,5.0,2251.0,2225.0,-26.0,0.0,0.0,,,,,,
2015,1,29,4,DL,2574,N927AT,DTW,DAY,2005.0,2006.0,1.0,20.0,2026.0,84.0,59.0,31.0,166.0,2057.0,8.0,2129.0,2105.0,-24.0,0.0,0.0,,,,,,
2015,1,21,3,WN,4661,N936WN,BWI,CLT,2050.0,2047.0,-3.0,14.0,2101.0,90.0,83.0,66.0,361.0,2207.0,3.0,2220.0,2210.0,-10.0,0.0,0.0,,,,,,
2015,1,23,5,MQ,3382,N514MQ,LGA,BNA,1610.0,1619.0,9.0,16.0,1635.0,159.0,150.0,128.0,764.0,1743.0,6.0,1749.0,1749.0,0.0,0.0,0.0,,,,,,
2015,1,25,7,OO,4610,N549CA,SEA,PHX,1332.0,1330.0,-2.0,17.0,1347.0,170.0,168.0,147.0,1107.0,1714.0,4.0,1722.0,1718.0,-4.0,0.0,0.0,,,,,,
2015,1,24,6,EV,5985,N11127,ORD,MCI,2041.0,2037.0,-4.0,37.0,2114.0,97.0,105.0,62.0,403.0,2216.0,6.0,2218.0,2222.0,4.0,0.0,0.0,,,,,,
2015,1,19,1,AS,111,N769AS,SEA,ANC,905.0,904.0,-1.0,10.0,914.0,229.0,230.0,218.0,1448.0,1152.0,2.0,1154.0,1154.0,0.0,0.0,0.0,,,,,,
2015,1,21,3,US,671,N586UW,DFW,PHX,1825.0,1818.0,-7.0,24.0,1842.0,161.0,171.0,141.0,868.0,2003.0,6.0,2006.0,2009.0,3.0,0.0,0.0,,,,,,
2015,1,19,1,WN,3138,N265WN,LAS,ONT,1410.0,1419.0,9.0,14.0,1433.0,55.0,55.0,37.0,197.0,1510.0,4.0,1505.0,1514.0,9.0,0.0,0.0,,,,,,
2015,1,6,2,EV,5269,N867AS,ATL,SHV,1545.0,1545.0,0.0,18.0,1603.0,114.0,106.0,84.0,551.0,1627.0,4.0,1639.0,1631.0,-8.0,0.0,0.0,,,,,,
2015,1,21,3,US,1783,N172US,DFW,CLT,1555.0,1552.0,-3.0,14.0,1606.0,141.0,127.0,106.0,936.0,1852.0,7.0,1916.0,1859.0,-17.0,0.0,0.0,,,,,,
2015,2,8,7,US,1840,N967UW,RIC,CLT,1605.0,1558.0,-7.0,10.0,1608.0,74.0,63.0,49.0,257.0,1657.0,4.0,1719.0,1701.0,-18.0,0.0,0.0,,,,,,
2015,2,8,7,UA,384,N855UA,IAH,EWR,810.0,809.0,-1.0,38.0,847.0,205.0,216.0,173.0,1400.0,1240.0,5.0,1235.0,1245.0,10.0,0.0,0.0,,,,,,
2015,2,20,5,UA,319,N465UA,DEN,IAH,1331.0,1343.0,12.0,10.0,1353.0,140.0,118.0,104.0,862.0,1637.0,4.0,1651.0,1641.0,-10.0,0.0,0.0,,,,,,
2015,2,18,3,EV,4451,N15910,BHM,IAH,610.0,601.0,-9.0,18.0,619.0,129.0,122.0,97.0,562.0,756.0,7.0,819.0,803.0,-16.0,0.0,0.0,,,,,,
2015,2,6,5,OO,5329,N507CA,ORD,AVL,1827.0,1820.0,-7.0,19.0,1839.0,103.0,91.0,68.0,536.0,2047.0,4.0,2110.0,2051.0,-19.0,0.0,0.0,,,,,,
2015,1,12,1,DL,1541,N957DN,TPA,MSP,1420.0,1429.0,9.0,14.0,1443.0,210.0,191.0,169.0,1306.0,1632.0,8.0,1650.0,1640.0,-10.0,0.0,0.0,,,,,,
2015,1,13,2,UA,1098,N68822,DEN,LAS,1910.0,1911.0,1.0,49.0,2000.0,118.0,149.0,87.0,628.0,2027.0,13.0,2008.0,2040.0,32.0,0.0,0.0,,32.0,0.0,0.0,0.0,0.0
2015,1,13,2,DL,1066,N981DL,BNA,ATL,1045.0,1106.0,21.0,19.0,1125.0,71.0,71.0,46.0,214.0,1311.0,6.0,1256.0,1317.0,21.0,0.0,0.0,,0.0,0.0,0.0,21.0,0.0
2015,1,28,3,OO,4570,N783CA,PLN,DTW,1338.0,1645.0,187.0,17.0,1702.0,72.0,58.0,37.0,243.0,1739.0,4.0,1450.0,1743.0,173.0,0.0,0.0,,0.0,0.0,173.0,0.0,0.0
2015,2,21,6,US,1805,N103US,SJU,CLT,1840.0,1914.0,34.0,10.0,1924.0,227.0,219.0,199.0,1475.0,2143.0,10.0,2127.0,2153.0,26.0,0.0,0.0,,0.0,0.0,0.0,26.0,0.0
2015,2,8,7,AA,1073,N3GTAA,PHL,MIA,2015.0,2004.0,-11.0,10.0,2014.0,178.0,146.0,133.0,1013.0,2227.0,3.0,2313.0,2230.0,-43.0,0.0,0.0,,,,,,
2015,1,13,2,WN,3298,N368SW,BWI,ATL,630.0,631.0,1.0,27.0,658.0,125.0,142.0,101.0,577.0,839.0,14.0,835.0,853.0,18.0,0.0,0.0,,18.0,0.0,0.0,0.0,0.0
2015,1,20,2,B6,1226,N346JB,BWI,BOS,831.0,817.0,-14.0,8.0,825.0,79.0,64.0,54.0,369.0,919.0,2.0,950.0,921.0,-29.0,0.0,0.0,,,,,,
2015,1,10,6,OO,5556,N790SK,LAX,AUS,830.0,825.0,-5.0,17.0,842.0,177.0,183.0,161.0,1242.0,1323.0,5.0,1327.0,1328.0,1.0,0.0,0.0,,,,,,
2015,1,28,3,DL,1426,N6709,ATL,STL,2200.0,2227.0,27.0,10.0,2237.0,106.0,85.0,72.0,484.0,2249.0,3.0,2246.0,2252.0,6.0,0.0,0.0,,,,,,
2015,2,17,2,WN,623,N648SW,MCI,IND,1905.0,1901.0,-4.0,7.0,1908.0,80.0,73.0,59.0,451.0,2107.0,7.0,2125.0,2114.0,-11.0,0.0,0.0,,,,,,
2015,1,3,6,WN,2305,N924WN,DEN,LGA,1750.0,1802.0,12.0,40.0,1842.0,215.0,239.0,187.0,1620.0,2349.0,12.0,2325.0,1.0,36.0,0.0,0.0,,24.0,0.0,12.0,0.0,0.0
2015,2,8,7,EV,6030,N13913,PIA,ORD,600.0,554.0,-6.0,13.0,607.0,58.0,49.0,30.0,130.0,637.0,6.0,658.0,643.0,-15.0,0.0,0.0,,,,,,
2015,2,5,4,WN,4814,N470WN,RIC,ATL,1625.0,1623.0,-2.0,12.0,1635.0,105.0,93.0,75.0,481.0,1750.0,6.0,1810.0,1756.0,-14.0,0.0,0.0,,,,,,
2015,2,8,7,WN,908,N940WN,DAL,FLL,830.0,825.0,-5.0,9.0,834.0,155.0,148.0,133.0,1108.0,1147.0,6.0,1205.0,1153.0,-12.0,0.0,0.0,,,,,,
2015,2,13,5,F9,793,N201FR,DEN,PDX,1730.0,1746.0,16.0,8.0,1754.0,164.0,153.0,139.0,991.0,1913.0,6.0,1914.0,1919.0,5.0,0.0,0.0,,,,,,
2015,1,5,1,WN,1744,N7814B,DAL,ATL,610.0,610.0,0.0,10.0,620.0,125.0,108.0,88.0,721.0,848.0,10.0,915.0,858.0,-17.0,0.0,0.0,,,,,,
2015,1,26,1,B6,415,N934JB,JFK,SFO,1635.0,1754.0,79.0,88.0,1922.0,400.0,438.0,339.0,2586.0,2201.0,11.0,2015.0,2212.0,117.0,0.0,0.0,,38.0,0.0,0.0,0.0,79.0
2015,1,1,4,MQ,3028,N520MQ,ORD,ROC,1510.0,1503.0,-7.0,13.0,1516.0,93.0,88.0,68.0,528.0,1724.0,7.0,1743.0,1731.0,-12.0,0.0,0.0,,,,,,
2015,2,17,2,DL,1608,N680DA,FLL,MSP,1310.0,1309.0,-1.0,16.0,1325.0,234.0,218.0,199.0,1487.0,1544.0,3.0,1604.0,1547.0,-17.0,0.0,0.0,,,,,,
2015,1,6,2,B6,718,N729JB,JFK,BOS,2255.0,24.0,89.0,16.0,40.0,64.0,60.0,37.0,187.0,117.0,7.0,2359.0,124.0,85.0,0.0,0.0,,0.0,0.0,85.0,0.0,0.0
2015,2,10,2,OO,5554,N961SW,ORD,DSM,739.0,744.0,5.0,12.0,756.0,79.0,69.0,53.0,299.0,849.0,4.0,858.0,853.0,-5.0,0.0,0.0,,,,,,
2015,2,2,1,OO,4630,N659BR,COS,SLC,825.0,817.0,-8.0,20.0,837.0,113.0,111.0,87.0,411.0,1004.0,4.0,1018.0,1008.0,-10.0,0.0,0.0,,,,,,
2015,2,20,5,EV,5862,N12922,ORD,SYR,1317.0,1330.0,13.0,53.0,1423.0,108.0,139.0,81.0,607.0,1644.0,5.0,1605.0,1649.0,44.0,0.0,0.0,,31.0,0.0,13.0,0.0,0.0
2015,1,8,4,WN,2941,N417WN,BWI,CHS,835.0,1018.0,103.0,7.0,1025.0,115.0,105.0,68.0,472.0,1133.0,30.0,1030.0,1203.0,93.0,0.0,0.0,,0.0,0.0,92.0,1.0,0.0
2015,2,9,1,US,2162,,LGA,BOS,2000.0,,,,,73.0,,,184.0,,,2113.0,,,0.0,1.0,B,,,,,
2015,1,23,5,DL,2617,N3762Y,JFK,SJU,700.0,655.0,-5.0,31.0,726.0,233.0,211.0,177.0,1598.0,1123.0,3.0,1153.0,1126.0,-27.0,0.0,0.0,,,,,,
2015,1,9,5,UA,545,N836UA,ORD,ALB,1315.0,1411.0,56.0,19.0,1430.0,116.0,103.0,80.0,723.0,1650.0,4.0,1611.0,1654.0,43.0,0.0,0.0,,43.0,0.0,0.0,0.0,0.0
2015,2,15,7,MQ,3442,N665MQ,ORD,CMI,2125.0,2131.0,6.0,70.0,2241.0,49.0,101.0,29.0,135.0,2310.0,2.0,2214.0,2312.0,58.0,0.0,0.0,,52.0,0.0,0.0,0.0,6.0
